food_id,name,alias_count,official_common_names,common_name_status,review_note
FC000024,Chicken breast,2,Manok pitso,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000025,Chicken thigh,2,Manok hita,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000026,Chicken leg/drumstick,3,Manok binti,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000027,Chicken wing,2,Manok pakpak,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000028,Chicken liver,3,Manok atay,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000029,"Chicken, whole meat",3,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000030,Beef lean meat,3,Baka laman,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000031,"Beef lean meat, boiled",5,"Baka laman, nilaga",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000032,"Beef lean meat, fried",5,"Baka laman, prito",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000033,Beef liver,3,Baka atay,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000034,Ground beef,2,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000035,Pork belly,3,Baboy liempo,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000036,"Pork belly, broiled",4,"Baboy liempo, inihaw",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000037,"Pork belly, fried",4,"Baboy liempo, prito",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000038,Pork Boston butt / shoulder,4,Baboy paypay,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000039,Pork lean meat,3,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000040,Ground pork,2,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000041,Pork liver,3,Baboy atay,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000042,Pork skin,3,Baboy balat,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000043,Longganisa,3,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000044,Tocino,4,"Tocino, baboy",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000045,Beef tapa,4,"Tapa, baka",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000046,Milkfish,2,Bangus,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000047,"Milkfish, broiled",4,"Bangus, inihaw",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000048,"Milkfish, dried",4,"Bangus, daing",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000049,Tilapia,1,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000050,Round scad,3,Galunggong,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000051,Indian mackerel,3,Alumahan,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000052,Skipjack tuna,2,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000053,Yellowfin tuna,4,Tambakol,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000054,Sardines,2,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000055,"Anchovy, dried",5,"Dilis, tuyo",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000056,"Herring, dried",2,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000057,Shrimp,2,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000058,Squid,2,Pusit,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000059,Crab,3,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000060,Mussels,3,Tahong,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000061,Tomato,2,Kamatis,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000062,Eggplant,3,Talong/Aubergine,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000063,Bitter melon/gourd fruit,3,Ampalaya bunga,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000064,Squash fruit,3,Kalabasa bunga,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000065,Chinese cabbage,3,Pechay Baguio/Napa cabbage,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000066,Bok choy / pechay,2,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000067,Carrot,2,Karot,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000068,"Onion, Bombay bulb",5,"Sibuyas, Bombay ulo",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000069,"Onion, garden shallot bulb",5,"Sibuyas, Tagalog ulo",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000070,Garlic bulb,3,Bawang ulo,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000071,String beans,2,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000072,Yardlong bean,2,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000073,Water spinach,2,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000074,Moringa leaves,7,Malunggay dahon/Drumstick tree lvs,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000075,Chayote,5,Sayote bunga/Vegetable pear fruit,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000076,"Banana, lakatan",6,"Saging, lakatan",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000077,"Banana, latundan",5,"Saging, latundan",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000078,"Banana, saba",5,"Saging, saba",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000079,"Banana, saba, boiled",4,"Saging, saba, nilaga",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000080,"Mango, ripe",3,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000081,"Papaya, ripe",3,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000082,Pineapple,2,Pinya,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000083,Watermelon,3,Pakwan,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000084,Guava,2,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000085,Calamansi,4,Kalamansi/Calamondin,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000086,Pomelo,3,Suha/Lukban,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000087,Avocado,2,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000088,"Sweet potato, white, boiled",4,"Kamote, puti, nilaga",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000089,"Sweet potato, yellow, boiled",5,"Kamote, dilaw, nilaga",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000090,Cassava,3,Kamoteng kahoy/Balinghoy,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000091,Taro corm,3,Gabi,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000092,Purple yam,4,Ubi/Ube,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000093,Fresh cow's milk,5,"Gatas, baka",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000094,Evaporated milk,5,"Gatas, evaporada",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000095,Powdered milk,2,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000096,Butter,2,Mantekilya,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000097,Coconut milk,4,"Niyog, gata",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000098,Coconut oil,5,"Langis, niyog",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000099,Soy sauce,2,Toyo,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000100,Fish sauce,2,Patis,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000101,"Chicken, whole",5,Manok buo,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000102,"Pork Boston butt, lean",6,"Baboy paypay, laman",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000103,"Sausage, chicken",5,"Longanisa, manok",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000104,"Sausage, pork",5,"Longanisa, baboy",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000105,"Sausage, pork & beef",5,"Longanisa, baboy at baka",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000106,"Sardine, Indian",6,"Tamban/Sardine, Indian oil",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000107,"Sardines, in spiced oil, cnd",5,"Sardinas, Spanish style, de lata",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000108,"Sardines, in tomato sce, cnd",5,"Sardinas, sa tomato sce, de lata",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000109,"Shrimp, banana prawn",4,"Hipon, puti",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000110,"Shrimp, giant tiger prawn",4,Sugpo,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000111,"Shrimp, greasy back",4,"Hipon, suwahe",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000112,"Crab, blue swimming, w/o fat",5,Alimasag laman,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000113,"Crab, mud/mangrove, w/o fat",5,Alimango laman,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000114,Pechay lvs,5,Petsay dahon,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000115,Pechay petioles,4,Petsay tangkay,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000116,"String/Yard long bean pod, green",6,"Sitaw bunga, berde",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000117,"String/Yard long bean pod, red",6,"Sitaw bunga, pula",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000118,"String/Yard long bean pod, white",6,"Sitaw bunga, puti",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000119,Swamp cabbage lvs,9,Kangkong dahon/Water spinach lvs,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000120,"Mango, Manila super, ripe",5,"Mangga, kalabaw, hinog",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000121,"Mango, piko, ripe",5,"Mangga, piko, hinog",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000122,"Mango, supsupin, ripe",5,"Mangga, supsupin, hinog",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000123,"Guava, red",4,"Bayabas, pula",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000124,"Guava, white",4,"Bayabas, puti",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000125,"Avocado, green",5,"Abokado, berde",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000126,"Avocado, red",5,"Abokado, murado",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000127,"Milk, pwdr, filled, inst",7,"Gatas, pulbos, filled, inst",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000128,"Milk, pwdr, full cream",6,"Gatas, pulbos, full cream",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000129,"Milk, pwdr, non-fat, inst",7,"Gatas, pulbos, non-fat, inst",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000130,"Milk, pwdr, skim",6,"Gatas, pulbos, skim",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000131,"Noodles, wheat, canton, dry",4,Canton,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000132,"Noodles, egg, cooked, enriched, with added salt",4,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000133,"Noodles, egg, cooked, unenriched, with added salt",4,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000134,"Beef, ground, 90% lean meat / 10% fat, raw",3,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000135,"Beef, ground, 80% lean meat / 20% fat, raw",3,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000136,"Beef, ground, 90% lean meat / 10% fat, crumbles, cooked, pan-browned",3,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000137,"Beef, ground, 80% lean meat / 20% fat, crumbles, cooked, pan-browned",3,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000138,"Pork, fresh, ground, raw",3,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000139,"Pork, fresh, ground, cooked",3,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000140,"Fish, tuna, fresh, skipjack, raw",3,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000141,"Fish, tuna, skipjack, fresh, cooked, dry heat",3,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000142,"Cabbage, chinese (pak-choi), raw",3,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000143,"Cabbage, chinese (pak-choi), cooked, boiled, drained, without salt",3,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000144,"Nuts, coconut milk, raw (liquid expressed from grated meat and water)",5,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000145,"Nuts, coconut milk, canned (liquid expressed from grated meat and water)",5,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000146,"Sauce, fish, ready-to-serve",3,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000147,"Canton noodles, cooked in water, 2.5x dry-weight yield (estimate)",4,Canton,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000148,"Noodles, mung bean starch, boiled",3,"Sotanghon, nilaga",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000149,"Noodles, wheat, thin, boiled",4,"Misua/Miswa, nilaga",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000150,"Noodles, wheat, miki, dry, boiled",3,"Miki, tuyo, nilaga",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000151,"Oats, quick-cooking, ckd",2,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000152,"Pasta, spaghetti, boiled",1,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000153,Hopyang baboy,1,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000154,Hopyang Hapon,1,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000155,Hopyang munggo,2,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000156,"Noodles, mung bean starch",2,Sotanghon,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000157,"Oatmeal, instant",1,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000158,"Oats, quick-cooking",1,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000159,"Pasta, macaroni",1,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000160,"Pasta, spaghetti",1,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000161,"Rice cake (glutinous), bibingka",3,"Bibingka, malagkit",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000162,"Rice cake (glutinous), biko",4,Biko/Sinukmani,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000163,"Rice cake, bibingka",2,Bibingkang galapong,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000164,"Rice cake, puto bumbong, purple",2,Puto bumbong,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000165,"Rice cake, puto, white",2,Puto puti,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000166,"Rice cake, cuchinta",4,Cuchinta/Kutsinta,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000167,"Rice prep (glutinous), palitaw",2,Palitaw,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000168,"Rice prep (glutinous), sapin-sapin",2,Sapin-sapin,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000169,"Rice prep (glutinous), suman sa ibos",2,Suman sa ibos,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000170,"Rice prep (glutinous), suman, lye-treated",2,Suman sa lihiya,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000171,"Spring roll wrapper, plain",4,Balat ng lumpia/Lumpia wrapper,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000172,"Wheat flour, all-purpose",3,"Arina, trigo, all-purpose",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000173,"Bread, brown",1,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000174,"Bread, cheese roll",1,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000175,"Bread, pan de leche",1,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000176,"Cake, banana",1,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000177,"Cake, kababayan",1,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000178,"Cookies, otap",1,,NO_FNRI_COMMON_NAME_FOR_THIS_RECORD,Canonical search covered. No unsupported regional translation added.
FC000179,"Rice, glutinous, parboiled, flattened",2,Pinipig,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000180,"Rice, undermilled, glutinous, purple, boiled",3,"Bigas, malagkit, pirurutong, sinaing",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000181,"Rice-corn mixture (1:1), boiled",3,"Bigas-mais pinaghalo (1:1), sinaing",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000182,"Rice water, ckd, thin",4,"Am, malabnaw",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000183,"Corn grits, white",3,"Mais, durog, puti",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000184,"Corn grits, yellow",3,"Mais, durog, dilaw",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000185,"Corn on cob, white",3,"Mais sa busal, puti",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000186,"Corn on cob, yellow",3,"Mais sa busal, dilaw",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000187,"Cornmeal, white",3,"Mais, giniling, puti",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000188,"Cornmeal, yellow",3,"Mais, giniling, dilaw",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000189,Rice bran,2,Darak,SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000190,"Rice, milled, glutinous, milled w/ water",3,"Bigas, malagkit, galapong",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
FC000191,"Rice, undermilled, glutinous, purple",3,"Bigas, malagkit, pirurutong",SOURCE_COMMON_NAMES_AVAILABLE,Canonical search covered. No unsupported regional translation added.
